ITEM: TIMESTEP
20000
ITEM: NUMBER OF SURFS
180
ITEM: BOX BOUNDS oo ro pp
-0.5 0.5
0 0.4
-0.5 0.5
ITEM: SURFS id v1x v1y v2x v2y f_2[1] f_2[2] f_2[3] f_2[4] f_2[5] 
1            0       0.1524    0.0026597      0.15238       5779.8       17.508       5.7685    -0.050339       20.663 
17     0.042007       0.1465     0.044557      0.14574       2694.8       7.4902       3.1569     -0.93513       9.0636 
33      0.08076      0.12924     0.083003      0.12781       1162.6        2.898        1.436     -0.91481       3.6452 
49      0.11326      0.10198      0.11502     0.099983       470.45       1.1917       0.4639     -0.52435       1.5831 
65      0.13698     0.066808      0.13812     0.064407       384.23       1.3544      0.08109     -0.17001       1.7101 
81      0.15008     0.026464      0.15052     0.023841       541.16       2.2329   -0.0062597     0.037406       2.6886 
97     -0.15157      0.01593     -0.15126     0.018573        44985       172.82      0.33774       2.9643       203.74 
113      -0.1413      0.05709     -0.14028     0.059547        39522       151.27       3.5101       8.4741       178.49 
129     -0.12009     0.093827     -0.11844     0.095908        30323       114.19       7.5161        9.449       134.73 
145    -0.089578      0.12329    -0.087413      0.12484        20391       73.963       9.3221       6.6494       87.209 
161    -0.052124      0.14321    -0.049617       0.1441        12544       41.991       8.5752       3.0366       49.259 
177    -0.010631      0.15203    -0.007976      0.15219       7014.1        21.39       6.7064      0.41018       25.164 
2    0.0026597      0.15238    0.0053187      0.15231       5498.3        16.67       5.5371     -0.14499       19.653 
18     0.044557      0.14574     0.047094      0.14494       2560.3       7.0861       3.0294     -0.95518       8.5873 
34     0.083003      0.12781     0.085221      0.12635       1105.1       2.7149       1.3511      -0.8943       3.4311 
50      0.11502     0.099983      0.11675     0.097961       449.57        1.153      0.43795     -0.51277       1.5379 
66      0.13812     0.064407      0.13922     0.061987       387.73       1.4136     0.064422     -0.14136       1.7757 
82      0.15052     0.023841      0.15092      0.02121       552.15       2.2896   -0.0053984     0.036122       2.7416 
98     -0.15126     0.018573     -0.15092      0.02121        44558       171.98      0.44756       3.3995       202.89 
114     -0.14028     0.059547     -0.13922     0.061987        38975       149.26       3.7806       8.6948       176.07 
130     -0.11844     0.095908     -0.11675     0.097961        29923       111.54       7.8232       9.4903       131.39 
146    -0.087413      0.12484    -0.085221      0.12635        20203       72.026       9.4455       6.4917       84.642 
162    -0.049617       0.1441    -0.047094      0.14494        12065       40.265       8.4519        2.828       47.255 
178    -0.007976      0.15219   -0.0053187      0.15231       6674.3       20.412       6.4137      0.28003       24.057 
3    0.0053187      0.15231     0.007976      0.15219       5319.6       15.871       5.4254     -0.23688       18.757 
19     0.047094      0.14494     0.049617       0.1441       2437.9       6.7037       2.8957     -0.96888       8.1189 
35     0.085221      0.12635     0.087413      0.12484       1025.7       2.5426       1.2577     -0.86439       3.2293 
51      0.11675     0.097961      0.11844     0.095908       427.72       1.1389        0.399     -0.48403       1.5156 
67      0.13922     0.061987      0.14028     0.059547       404.47       1.4762     0.061058     -0.14042        1.851 
83      0.15092      0.02121      0.15126     0.018573        562.7       2.3215   -0.0046282     0.035155       2.7752 
99     -0.15092      0.02121     -0.15052     0.023841        44368       171.36      0.57539         3.85       202.31 
115     -0.13922     0.061987     -0.13812     0.064407        38537       147.11       4.0222       8.8259       173.47 
131     -0.11675     0.097961     -0.11502     0.099983        28939       108.48       7.9065       9.2573       127.94 
147    -0.085221      0.12635    -0.083003      0.12781        19324       69.561       9.3686       6.2009       81.938 
163    -0.047094      0.14494    -0.044557      0.14574        11806       38.921       8.4907       2.6771       45.581 
179   -0.0053187      0.15231   -0.0026597      0.15238         6321       19.345       6.1662      0.16147       22.797 
