ITEM: TIMESTEP
26000
ITEM: NUMBER OF SURFS
180
ITEM: BOX BOUNDS oo ro pp
-0.5 0.5
0 0.4
-0.5 0.5
ITEM: SURFS id v1x v1y v2x v2y f_2[1] f_2[2] f_2[3] f_2[4] f_2[5] 
1            0       0.1524    0.0026597      0.15238       5802.2        17.57       5.7704    -0.050356       20.749 
17     0.042007       0.1465     0.044557      0.14574       2703.4       7.4971         3.18     -0.94195       9.0537 
33      0.08076      0.12924     0.083003      0.12781       1164.1       2.8801        1.438     -0.91608       3.6289 
49      0.11326      0.10198      0.11502     0.099983       470.93       1.1873      0.46503     -0.52562       1.5764 
65      0.13698     0.066808      0.13812     0.064407       385.02       1.3521     0.078683     -0.16496        1.706 
81      0.15008     0.026464      0.15052     0.023841       538.13       2.2348   -0.0064893     0.038778       2.6987 
97     -0.15157      0.01593     -0.15126     0.018573        44953       172.81      0.33849       2.9709       203.73 
113      -0.1413      0.05709     -0.14028     0.059547        39505       151.21       3.4994       8.4483       178.36 
129     -0.12009     0.093827     -0.11844     0.095908        30291       114.09       7.5124       9.4443        134.6 
145    -0.089578      0.12329    -0.087413      0.12484        20426       74.084       9.3109       6.6414       87.351 
161    -0.052124      0.14321    -0.049617       0.1441        12539       41.966       8.5741       3.0363       49.208 
177    -0.010631      0.15203    -0.007976      0.15219       7020.4       21.389       6.7137      0.41063       25.172 
2    0.0026597      0.15238    0.0053187      0.15231       5523.8       16.691       5.5843     -0.14623       19.685 
18     0.044557      0.14574     0.047094      0.14494       2554.2       7.0817       3.0244      -0.9536       8.5783 
34     0.083003      0.12781     0.085221      0.12635       1096.4       2.7144       1.3461     -0.89099       3.4323 
50      0.11502     0.099983      0.11675     0.097961       448.73       1.1497      0.43601      -0.5105       1.5351 
66      0.13812     0.064407      0.13922     0.061987       388.74       1.4067     0.065349     -0.14339       1.7689 
82      0.15052     0.023841      0.15092      0.02121       553.29       2.2847   -0.0060253     0.040316       2.7385 
98     -0.15126     0.018573     -0.15092      0.02121        44514       171.97       0.4463         3.39       202.95 
114     -0.14028     0.059547     -0.13922     0.061987        38954        149.2       3.7677       8.6651       176.02 
130     -0.11844     0.095908     -0.11675     0.097961        29924       111.51       7.7838       9.4426       131.36 
146    -0.087413      0.12484    -0.085221      0.12635        20137       71.939       9.4451       6.4914       84.587 
162    -0.049617       0.1441    -0.047094      0.14494        12070       40.322       8.4612       2.8311       47.291 
178    -0.007976      0.15219   -0.0053187      0.15231       6665.4       20.382       6.3986      0.27937       24.032 
3    0.0053187      0.15231     0.007976      0.15219       5289.3        15.86       5.4122      -0.2363       18.746 
19     0.047094      0.14494     0.049617       0.1441         2441       6.6911       2.8868     -0.96591       8.1041 
35     0.085221      0.12635     0.087413      0.12484       1031.1       2.5362       1.2628     -0.86793       3.2218 
51      0.11675     0.097961      0.11844     0.095908       427.77       1.1263      0.39649     -0.48098       1.4973 
67      0.13922     0.061987      0.14028     0.059547       404.37       1.4731     0.057895     -0.13315       1.8409 
83      0.15092      0.02121      0.15126     0.018573       560.44       2.3241   -0.0049803     0.037829       2.7808 
99     -0.15092      0.02121     -0.15052     0.023841        44311       171.31      0.57127       3.8224       202.25 
115     -0.13922     0.061987     -0.13812     0.064407        38589       147.17       4.0174       8.8155       173.45 
131     -0.11675     0.097961     -0.11502     0.099983        28979       108.54       7.9173         9.27       127.99 
147    -0.085221      0.12635    -0.083003      0.12781        19289       69.539       9.3411       6.1827       81.954 
163    -0.047094      0.14494    -0.044557      0.14574        11781       38.887       8.4654       2.6691       45.563 
179   -0.0053187      0.15231   -0.0026597      0.15238       6329.3       19.355       6.1801      0.16183       22.823 
4     0.007976      0.15219     0.010631      0.15203         5089       15.118       5.3097     -0.32475       17.892 
20     0.049617       0.1441     0.052124      0.14321       2349.9       6.3606       2.8142     -0.99655       7.7211 
36     0.087413      0.12484     0.089578      0.12329        958.2       2.3832       1.1836     -0.84424       3.0429 
52      0.11844     0.095908      0.12009     0.093827        422.6       1.1018      0.36864     -0.46345       1.4601 
68      0.14028     0.059547       0.1413      0.05709       403.57       1.5086     0.044852     -0.10828       1.8873 
84      0.15126     0.018573      0.15157      0.01593       555.81       2.3479   -0.0041527     0.036447       2.8276 
100     -0.15052     0.023841     -0.15008     0.026464        44150       170.34      0.70872       4.2351       201.03 
116     -0.13812     0.064407     -0.13698     0.066808        37837       144.88       4.2799        8.973       171.04 
132     -0.11502     0.099983     -0.11326      0.10198        28528       106.39       8.0561       9.1058       125.47 
148    -0.083003      0.12781     -0.08076      0.12924        18994       67.504       9.4357       6.0112       79.337 
164    -0.044557      0.14574    -0.042007       0.1465        11449       37.337       8.3968       2.4872       43.634 
180   -0.0026597      0.15238            0       0.1524       6024.2       18.364       5.9277     0.051729       21.676 
5     0.010631      0.15203     0.013283      0.15182       4864.3       14.373       5.1316     -0.40387       17.028 
21     0.052124      0.14321     0.054615      0.14228       2206.2       5.9748       2.6586     -0.99402       7.2698 
37     0.089578      0.12329     0.091717      0.12171       919.19        2.255       1.1239     -0.83163       2.8847 
53      0.12009     0.093827      0.12171     0.091717       398.45        1.076      0.32923     -0.42906       1.4317 
69       0.1413      0.05709      0.14228     0.054615       430.22       1.6026     0.033074    -0.083963       1.9895 
85      0.15157      0.01593      0.15182     0.013283       562.64        2.379   -0.0036255     0.037653       2.8547 
101     -0.15008     0.026464      -0.1496     0.029079        44026       169.35      0.88256       4.7619       199.73 
117     -0.13698     0.066808     -0.13579     0.069188        37454       142.92       4.5466       9.1191       168.62 
