ITEM: TIMESTEP
19000
ITEM: NUMBER OF SURFS
180
ITEM: BOX BOUNDS oo ro pp
-0.5 0.5
0 0.4
-0.5 0.5
ITEM: SURFS id v1x v1y v2x v2y f_2[1] f_2[2] f_2[3] f_2[4] f_2[5] 
1            0       0.1524    0.0026597      0.15238       5636.6       17.253       5.5428    -0.048369       20.659 
17     0.042007       0.1465     0.044557      0.14574       2680.1       7.3604        3.159     -0.93575       9.0098 
33      0.08076      0.12924     0.083003      0.12781       1134.9       2.7986       1.4146     -0.90117       3.5845 
49      0.11326      0.10198      0.11502     0.099983       425.93       1.1017      0.45868     -0.51845       1.4912 
65      0.13698     0.066808      0.13812     0.064407        341.2       1.2548     0.075317      -0.1579       1.6205 
81      0.15008     0.026464      0.15052     0.023841       491.05       2.1715   -0.0069406     0.041475       2.6551 
97     -0.15157      0.01593     -0.15126     0.018573        43577       173.02      0.29767       2.6126       206.91 
113      -0.1413      0.05709     -0.14028     0.059547        38272       151.12       3.0548       7.3748       180.64 
129     -0.12009     0.093827     -0.11844     0.095908        29785       114.11       6.6886       8.4087       135.82 
145    -0.089578      0.12329    -0.087413      0.12484        20307       74.085       8.7372       6.2322       87.967 
161    -0.052124      0.14321    -0.049617       0.1441        12353       42.132       8.3441       2.9548       49.874 
177    -0.010631      0.15203    -0.007976      0.15219       6627.3       20.989       6.2317      0.38115        25.11 
2    0.0026597      0.15238    0.0053187      0.15231       5393.6        16.37       5.4136     -0.14176        19.65 
18     0.044557      0.14574     0.047094      0.14494         2560       6.9397       3.0376     -0.95776       8.5107 
34     0.083003      0.12781     0.085221      0.12635       1082.7       2.6337       1.3575     -0.89848       3.3817 
50      0.11502     0.099983      0.11675     0.097961        412.7       1.0634      0.42267     -0.49488       1.4466 
66      0.13812     0.064407      0.13922     0.061987       337.77       1.3076     0.053789     -0.11803       1.6867 
82      0.15052     0.023841      0.15092      0.02121       504.86       2.2068   -0.0047292     0.031644       2.6861 
98     -0.15126     0.018573     -0.15092      0.02121        42946       172.11      0.36712       2.7886       206.29 
114     -0.14028     0.059547     -0.13922     0.061987        37588       149.16       3.2317       7.4323       178.53 
130     -0.11844     0.095908     -0.11675     0.097961        28940       111.42       6.8702       8.3343       132.87 
146    -0.087413      0.12484    -0.085221      0.12635        19791       71.951       8.9484         6.15       85.344 
162    -0.049617       0.1441    -0.047094      0.14494        11922       40.617       8.2484       2.7599       48.176 
178    -0.007976      0.15219   -0.0053187      0.15231       6305.7       19.835       6.0276      0.26317        23.74 
3    0.0053187      0.15231     0.007976      0.15219         5159       15.632       5.2673     -0.22998       18.713 
19     0.047094      0.14494     0.049617       0.1441         2416        6.534       2.8708     -0.96056       8.0034 
35     0.085221      0.12635     0.087413      0.12484       1005.1       2.4631       1.2532     -0.86131       3.1766 
51      0.11675     0.097961      0.11844     0.095908       392.78       1.0243       0.3932     -0.47699       1.3879 
67      0.13922     0.061987      0.14028     0.059547       351.24       1.3723     0.049871      -0.1147       1.7501 
83      0.15092      0.02121      0.15126     0.018573       512.85       2.2677   -0.0065065     0.049422       2.7665 
99     -0.15092      0.02121     -0.15052     0.023841        42817       171.46       0.4719       3.1575       205.59 
115     -0.13922     0.061987     -0.13812     0.064407        37349        147.2       3.4502       7.5708       176.02 
131     -0.11675     0.097961     -0.11502     0.099983        28143       108.64       7.0298       8.2308       129.72 
147    -0.085221      0.12635    -0.083003      0.12781        19185       69.529       8.8049       5.8278       82.472 
163    -0.047094      0.14494    -0.044557      0.14574        11438       38.859       8.1915       2.5828       46.085 
179   -0.0053187      0.15231   -0.0026597      0.15238       6106.7       19.011       5.8512      0.15322       22.761 
4     0.007976      0.15219     0.010631      0.15203         4910        14.77       5.0863     -0.31109       17.755 
20     0.049617       0.1441     0.052124      0.14321       2310.5       6.1714       2.7917     -0.98859       7.6234 
36     0.087413      0.12484     0.089578      0.12329       964.39       2.3151       1.1804     -0.84198       2.9848 
52      0.11844     0.095908      0.12009     0.093827       362.43      0.98418      0.34232     -0.43036       1.3334 
68      0.14028     0.059547       0.1413      0.05709       354.38       1.4085     0.042004     -0.10141       1.8005 
84      0.15126     0.018573      0.15157      0.01593       518.99        2.293   -0.0046831     0.041103       2.7978 
100     -0.15052     0.023841     -0.15008     0.026464        42579       170.37      0.59283       3.5426       203.96 
116     -0.13812     0.064407     -0.13698     0.066808        36759        144.9       3.7202       7.7995        173.3 
132     -0.11502     0.099983     -0.11326      0.10198        27669       106.35       7.1427       8.0734       126.84 
148    -0.083003      0.12781     -0.08076      0.12924        18717       67.648       8.9763       5.7185       80.209 
164    -0.044557      0.14574    -0.042007       0.1465        11050         37.4       8.0761       2.3922       44.372 
180   -0.0026597      0.15238            0       0.1524       5868.6       18.061       5.7008     0.049749       21.592 
5     0.010631      0.15203     0.013283      0.15182       4724.9       14.078       4.9513     -0.38968       16.903 
21     0.052124      0.14321     0.054615      0.14228       2178.7       5.8164       2.6379     -0.98627       7.1755 
37     0.089578      0.12329     0.091717      0.12171       891.03       2.1355       1.1056      -0.8181       2.7751 
53      0.12009     0.093827      0.12171     0.091717       353.72      0.98999      0.32347     -0.42155       1.3479 
69       0.1413      0.05709      0.14228     0.054615       374.65       1.4706     0.032562    -0.082664       1.8614 
85      0.15157      0.01593      0.15182     0.013283       515.53       2.3218   -0.0022534     0.023403       2.8145 
101     -0.15008     0.026464      -0.1496     0.029079        42344       169.44      0.73831       3.9836       202.98 
117     -0.13698     0.066808     -0.13579     0.069188        36392       143.09         3.89       7.8021       171.02 
133     -0.11326      0.10198     -0.11146      0.10394        27144       103.74       7.4052       8.0814        123.6 
149     -0.08076      0.12924    -0.078492      0.13063        18017       64.937       8.8369       5.4153       77.043 
165    -0.042007       0.1465    -0.039444      0.14721        10740       35.919       8.0019       2.2191       42.539 
6     0.013283      0.15182      0.01593      0.15157       4541.1       13.348       4.8014     -0.46232       16.049 
22     0.054615      0.14228      0.05709       0.1413       2105.8       5.5434       2.5662      -1.0109       6.8511 
